timestamp,market,decision,reason,abort_stage,regime,direction,scanner_score,whitelist_tier,mesa_consensus,mentor_decision,paper_only,provider_used
2026-05-19T17:10:08Z,XCHUSDT,ABORTAR,A Mesa pulou o debate invocando score alto — isso é exatamente o tipo de atalho cognitivo que destrói contas. Livermore nos ensinou que o mercado não respeita scores; respeita processo: sem knowledge base citada; sem confluência verificável (3+ fontes); sem confirmação de HTF; esta operação é fé disfarçada de análise. O stop de 8% abaixo da entrada em um ativo de alta volatilidade como XCHUSDT pode consumir mais de 1% do capital dependendo do sizing — a regra de risco 1% precisa ser calculada explicitamente antes de qualquer aprovação.,mesa,BULL_STRONG,LONG,94.00,,,VETAR,false
2026-05-19T17:10:18Z,RONUSDT,ABORTAR,A Mesa pulou o debate invocando score alto — isso é exatamente o tipo de atalho cognitivo que destrói contas. Livermore nos ensinou que o mercado não respeita scores; respeita processo. Sem knowledge citado; sem confluência verificável (regra dos 3+); sem confirmação de HTF; este setup não passa pelo meu crivo independentemente do R:R de 5 — um número bonito não substitui análise.,mesa,BULL_STRONG,LONG,93.00,,,VETAR,false
2026-05-19T17:11:00Z,VVVUSDT,ABORTAR,A Mesa apresenta consenso LONG sólido com RR=5 atraente; mas a ausência crítica de KNOWLEDGE específico impede validação de confluência mínima de 3 fatores — regra inviolável. Livermore ensinava: 'Nunca opere no escuro; o mercado não perdoa ignorância sobre o contexto.' Sem confirmação de suporte HTF; volume profile e catalisador documentado para VVVUSDT; o setup permanece especulativo independente do score_pred=82 — veto técnico por insuficiência de confluência verificável; não por fraqueza do sinal.,mesa,BULL_STRONG,LONG,35.00,,MEDIO_2,VETAR,false
2026-05-19T17:11:25Z,INJUSDT,ABORTAR,A confluência técnica é insuficiente: MEDIO_2 com sinal médio de 68 e Técnico em 55 não atingem o mínimo de 3 confluências fortes exigidas — Livermore dizia que só se opera quando o mercado grita; não sussurra. O campo L (Liquidez) está vazio; ausência crítica que Soros e Tudor sempre exigiam antes de comprometer capital: sem mapa de liquidez; não sabemos onde os stops institucionais estão posicionados. O RR de 5 é atraente e o risco de 1% está respeitado; mas setup incompleto é setup rejeitado — Seykota: 'se você não pode definir o risco completamente; não entre'.,other,BULL_STRONG,LONG,31.00,,MEDIO_2,VETAR,false
2026-05-19T17:13:55Z,XCHUSDT,ABORTAR,A Mesa pulou o debate invocando score alto — isso é exatamente o tipo de atalho cognitivo que destrói contas. Livermore nos ensinou que o mercado não respeita scores; respeita processo: sem knowledge base citada; sem confluência verificável (regra dos 3+); sem confirmação de HTF; esta operação é fé disfarçada de análise. O RR de 5 é sedutor; mas Seykota dizia que um bom trade parece óbvio apenas depois — antes; exige evidência; não entusiasmo.,mesa,BULL_STRONG,LONG,94.00,,,VETAR,false
2026-05-19T17:14:10Z,RONUSDT,ABORTAR,Mentor indisponivel - VETO por seguranca. Tudor Jones: na duvida; fora do mercado.,mentor,BULL_STRONG,LONG,94.00,,,VETAR,false
2026-05-19T17:14:21Z,RIVERUSDT,ABORTAR,A Mesa pulou o debate invocando score alto — isso é exatamente o tipo de atalho cognitivo que destrói contas. Livermore nos ensinou que o mercado não respeita pontuações; respeita processo. Sem knowledge base citada; sem confluência verificável de 3+ fatores documentados; sem confirmação de alinhamento HTF; esta operação viola as regras invioláveis do sistema — veto por ausência de evidência; não por ausência de qualidade no ativo.,mesa,BEAR_STRONG,SHORT,62.00,,,VETAR,false
2026-05-19T17:14:31Z,VVVUSDT,ABORTAR,Mentor indisponivel - VETO por seguranca. Tudor Jones: na duvida; fora do mercado.,mentor,BULL_STRONG,LONG,41.00,,,VETAR,false
2026-05-19T17:15:02Z,ONDOUSDT,ABORTAR,A Mesa apresenta sinal LONG com score 82 e RR=5 aparentemente atraente; mas o sinal de Liquidez está AUSENTE (L:/); o que viola diretamente a regra de confluência mínima de 3 fatores — temos apenas Técnico e Risco confirmados; sem confirmação de fluxo/liquidez. Livermore ensinava que entrar sem leitura de tape/liquidez é especular às cegas; Druckenmiller jamais alocaria capital sem entender quem está do outro lado da operação. Além disso; tier=B com knowledge base vazia impede validação histórica do ativo — veto até que a confluência de liquidez seja preenchida e o contexto HTF seja explicitado.,mesa,BULL_STRONG,LONG,33.00,,MEDIO_2,VETAR,false
2026-05-19T17:15:58Z,INJUSDT,ABORTAR,A Mesa apresenta sinal NEUTRO em todas as dimensões — Técnico; Risco e Liquidez — sem nenhuma confluência direcional clara. Livermore ensinava que o mercado deve gritar a direção antes de você agir; aqui ele sussurra incerteza. Com score_pred=82 e tier=B há potencial latente; mas sem confluência mínima de 3 fatores alinhados e com KNOWLEDGE ausente para validar estrutura HTF; a regra inviolável de confluência 3+ não está satisfeita — veto obrigatório até o mercado se pronunciar.,mesa,BULL_STRONG,LONG,28.00,,MEDIO_2,VETAR,false
2026-05-19T18:24:11Z,RIVERUSDT,ABORTAR,A Mesa pulou o debate invocando score alto — isso é exatamente o tipo de atalho cognitivo que destrói contas. Livermore nos ensinou que o mercado não respeita pontuações; respeita processo. Sem knowledge base carregada (KNOWLEDGE vazio); não posso verificar confluência 3+; estrutura HTF; nem validar o stop em 5.779992 contra suporte real — regra inviolável: sem confluência documentada; sem aprovação.,mesa,BEAR_STRONG,SHORT,54.00,execute,,VETAR,false
2026-05-19T18:24:12Z,VVVUSDT,ABORTAR,A Mesa pulou o debate estruturado invocando 'score alto' — isso é exatamente o tipo de atalho cognitivo que destrói contas. Livermore nos ensinou que o mercado não recompensa convicção; recompensa processo: sem knowledge base citável confirmando confluência 3+; HTF alignment e catalisador; este setup é uma aposta disfarçada de análise. Veto técnico por ausência de evidência documental — o score de 92 não substitui as regras invioláveis; resubmeta com KNOWLEDGE preenchido.,mesa,BULL_STRONG,LONG,73.00,execute,,VETAR,false
2026-05-19T18:24:28Z,XCHUSDT,ABORTAR,A Mesa pulou o debate invocando score alto — isso é exatamente o tipo de atalho cognitivo que destrói contas. Livermore nos ensinou que a confiança excessiva num setup 'perfeito' é o prelúdio da maior perda. Sem knowledge base citável confirmando confluência 3+ fatores independentes (estrutura HTF; catalisador; volume; padrão técnico); a regra inviolável de confluência mínima não está verificada — e setup não verificado é VETADO independente do score preditivo.,mesa,BULL_STRONG,LONG,85.00,execute,,VETAR,false
2026-05-19T19:04:39Z,XCHUSDT,ABORTAR,A Mesa pulou o debate invocando score alto — isso é exatamente o tipo de atalho cognitivo que destrói contas. Livermore nos ensinou que o mercado não respeita convicção sem processo; Seykota diria que um sistema sem execução disciplinada do próprio protocolo já está quebrado antes da entrada. Veto técnico: sem knowledge base citada; sem confluência verificável (regra dos 3+ fatores não documentada); e o processo foi violado — Tier A não isenta debate; isenta apenas etapas de triagem secundária; não a validação da Mesa.,triagem,BULL_STRONG,LONG,77.00,execute,,VETAR,false
2026-05-19T19:04:39Z,VVVUSDT,ABORTAR,A Mesa pulou o debate invocando score alto — isso é exatamente o tipo de atalho cognitivo que destrói contas. Livermore nos ensinou que o mercado não respeita convicção sem processo: sem knowledge base citada; sem confluência verificável (3+ fatores); sem contexto HTF documentado; este setup é uma fé cega disfarçada de análise. O R:R de 5 e o score de 92 são sedutores; mas sedução sem evidência é a armadilha clássica — veto até que confluência mínima seja apresentada com fontes rastreáveis.,mesa,BULL_STRONG,LONG,71.00,execute,,VETAR,false
2026-05-19T19:05:48Z,INJUSDT,SKIP,whitelist:skip:TRANSITION_UP+LONG [TRANSITION_UP LONG fora de Monday BRT (DoW=2) -- live exige DoW=1],whitelist,TRANSITION_UP,LONG,16.00,skip,,,false
2026-05-19T19:05:48Z,NEARUSDT,ABORTAR,A Mesa apresenta RR=5 atraente e sinal técnico razoável; mas o tier=C com score_pred=72 não atinge o limiar de confluência exigido — Livermore ensinava que operar em setups mediocres é desperdiçar capital em batalhas desnecessárias. O analista L está ausente (sem confirmação de liquidez/order flow); quebrando a regra das 3 confluências mínimas obrigatórias; Seykota diria que um sinal incompleto é um não-sinal. Druckenmiller reforçaria: sem contexto HTF confirmado e com tier C; o custo de oportunidade supera o potencial — aguarde upgrade de score ou confirmação do analista L antes de comprometer 1% do capital.,mesa,BULL_STRONG,LONG,21.00,execute,MEDIO_2,VETAR,false
2026-05-19T19:05:58Z,HYPEUSDT,PAPER,MCE_PAPER score=0.3675,,BULL_STRONG,LONG,19.00,execute,FORTE_3,APROVAR,true
2026-05-20T02:55:04Z,XCHUSDT,ABORTAR,A Mesa pulou o debate invocando score alto — isso é exatamente o tipo de atalho cognitivo que destrói contas. Livermore nos ensinou que o mercado não recompensa convicção; recompensa processo: sem knowledge base citada; sem confluência verificável (regra dos 3+); sem contexto HTF documentado; este setup é uma fé cega disfarçada de análise. O stop em 3.076572 representa ~8.1% de distância da entrada — para respeitar risco de 1% da conta; o sizing seria tão reduzido que qualquer slippage ou gap destrói a assimetria real; aprovamos números no papel; não trades executáveis.,mesa,BULL_STRONG,LONG,65.00,execute,,VETAR,false
2026-05-20T02:55:07Z,RIVERUSDT,ABORTAR,Mentor indisponivel - VETO por seguranca. Tudor Jones: na duvida; fora do mercado.,mentor,BEAR_STRONG,SHORT,46.00,execute,,VETAR,false
2026-05-20T02:55:17Z,VVVUSDT,PAPER,MCE_PAPER score=0.315,,BULL_STRONG,LONG,38.00,execute,MEDIO_2,APROVAR,true
